epoch,train_loss,mag,ri,sisnr,transient,val_loss,val_pesq,val_stoi,lr,secs
29,20.82291086578369,0.01901144476979971,0.12141064957380295,-0.9931882265090942,6.737191394805908,22.086981048583983,1.7718588630358378,0.8229938074477982,0.00015528780377409727,107.9
30,20.812735913085938,0.019001217190921307,0.12140915728211403,-0.9934899700641632,6.7335463800430295,22.088584880828858,1.772450985511144,0.8227375972030873,0.0001473014441947435,106.8
31,20.8027948135376,0.018992706535756586,0.12139017971158028,-0.9937985332012177,6.730159394073486,22.098467292785646,1.7721330940723419,0.822676979769765,0.0001393242127396917,109.2
32,20.7932246635437,0.01897763660773635,0.12139268333911896,-0.9944296848773956,6.7269756883621215,22.099736766815184,1.77139207025369,0.8227837289521747,0.00013137887504591675,108.7
33,20.781415367889405,0.018968541828542948,0.12135463359355926,-0.9948912514209747,6.7231478672027585,22.1099151802063,1.7724314997593562,0.8228596768704146,0.00012348810573112288,106.6
34,20.772213919067383,0.018941442800313235,0.12138423752188683,-0.9956580651283264,6.7201775369644166,22.117243423461915,1.7717059036095937,0.8228622087637435,0.00011567442368431126,109.3
35,20.76562798538208,0.018955052952468396,0.1213537846326828,-0.9952565406799316,6.717366936302185,22.125968284606934,1.772619937856992,0.822769866118423,0.00010796012780077142,108.1
36,20.756083029937745,0.018945137530565263,0.12131613536477089,-0.9957238437652588,6.714465269088745,22.123456287384034,1.7736890316009521,0.8228574613600916,0.00010036723334489578,108.5
37,20.748187395477295,0.018942634251713754,0.12129241997599602,-0.9963474226951599,6.711911135864258,22.108930130004882,1.774030594031016,0.8227066084185327,9.291740912242794e-05,106.8
38,20.742915592193604,0.018944430834800005,0.12126835950613021,-0.9966883899211884,6.710177230262756,22.120149059295656,1.7736141363779703,0.822587301263997,8.563191564144433e-05,109.9
39,20.73934305114746,0.01895573760792613,0.12123963137865067,-0.9967706785202026,6.708809261322021,22.121735343933107,1.7742997070153554,0.8225712438131162,7.853154443854562e-05,110.6
40,20.73307618865967,0.01894559867233038,0.1212105553150177,-0.9972311535358429,6.707119525527954,22.121116943359375,1.7749442378679912,0.82234255560339,7.163655874341321e-05,108.5
41,20.725337274932862,0.01893950434178114,0.12118382248878479,-0.9975240055084229,6.704632516860962,22.115876121520998,1.775083809097608,0.8220428909160462,6.496663565106008e-05,109.6
42,20.71818553466797,0.018939318718016147,0.12115317273139954,-0.9975291432857514,6.702146892547607,22.118374347686768,1.774753475189209,0.8218265747290696,5.854080996681042e-05,107.8
43,20.711551986694335,0.018928293568640946,0.1211521713256836,-0.9976047521591187,6.699844436645508,22.11874309539795,1.773826785882314,0.8218014148928011,5.237741988426125e-05,109.3
44,20.705620529937743,0.018918352614343166,0.12114362818598748,-0.9979168106555939,6.697977527046204,22.12183629989624,1.7728612879912058,0.8219570438797866,4.649405465125456e-05,109.9
45,20.69957049484253,0.018903959659487008,0.121161551207304,-0.9981876711845398,6.695853778076172,22.133756313323975,1.7731478889783223,0.8219291951703828,4.09075043732097e-05,106.8
46,20.694075897979737,0.018896501724421977,0.12115807844400406,-0.9983483907222748,6.693970712471009,22.145835876464844,1.7724855641523998,0.8220151868919608,3.563371209707103e-05,105.8
47,20.689028224182128,0.018891738416254522,0.12114356435537338,-0.9986099600315094,6.692363841247559,22.14741630554199,1.7721904257933299,0.8219805487130726,3.068772831261261e-05,106.1
48,20.684882579803467,0.018889782731235028,0.1211276664018631,-0.9986180401325225,6.69095434589386,22.147138748168945,1.7730470856030782,0.821985282056651,2.6083668000947286e-05,106.0
49,20.681325959777833,0.01888680736348033,0.12111567533016204,-0.9986646391868591,6.689777522277832,22.143103523254396,1.773786477247874,0.8219534904285417,2.183467035281532e-05,106.4
50,20.678106578063964,0.0188819800414145,0.12111208977103233,-0.9987483512878418,6.688701449584961,22.14331745147705,1.7745542267958323,0.8220637753507655,1.795286127160929e-05,106.5
51,20.675501320648195,0.018872550860792398,0.12112185539603233,-0.9987372409820556,6.687801737594604,22.14384090423584,1.7754912396272025,0.8222537214284493,1.4449318768146294e-05,106.4
52,20.673259761047362,0.01886589193865657,0.12112815112471581,-0.9986822363376617,6.686994023323059,22.14615047454834,1.7761291046937306,0.8224336711154135,1.1334041345943469e-05,106.4
53,20.67089128036499,0.01886123573705554,0.12112742756009102,-0.9987565641880035,6.686215390396118,22.145928230285644,1.7765457232793171,0.8226158274308226,8.615919467220687e-06,106.8
54,20.668705835723877,0.018860398081690072,0.12112233837246895,-0.9987791007518768,6.685434758758545,22.14562240600586,1.7770376920700073,0.8227587114910906,6.302710181061101e-06,106.2
55,20.66664215927124,0.018860415122658014,0.12111533679366111,-0.9988775029182434,6.684732190322876,22.146560974121094,1.7769450336694717,0.8228682543459667,4.401014986136667e-06,106.6
56,20.6647390083313,0.018858972612023354,0.12110860326886178,-0.9989247692108154,6.684111025810242,22.148330993652344,1.7770781487226486,0.8229329023466535,2.9162609911740576e-06,107.3
57,20.66293206100464,0.01885508126243949,0.12110455231666566,-0.9989548675060272,6.6835578845977786,22.14964942932129,1.7766848216454187,0.8229877510259649,1.852685426926446e-06,108.0
58,20.661639614868164,0.018853231419622897,0.12110060908198357,-0.9989582722663879,6.683141395568848,22.15040977478027,1.7766034007072449,0.8230192701373634,1.213323553850767e-06,110.5
59,20.661130812835694,0.018853367716819048,0.12109784328341484,-0.9989121485710144,6.682948790931702,22.151126518249512,1.7765840232372283,0.8230367249095585,1e-06,1322.2
